,RID,ID_da_resposta,setor,setor_id,min_orgao_limpo,ORG_EXERCICIO,min_cod_limpo,QA1,QA2,faixa_etaria,idade,QA4,QB1,QB2,QB3,QB4,QB5,QB6,QB7,QB8,QC1,QC2,QC3,QC4,QC5,QC6,QC7,QC8,QC9,QC10,QC11,QC12,QC13,QD1,QD2,QD3,QD4,QD5,QD6,QE1,QE2,QE3,QE4,QE5,QE6,QE7,QE8,QE9,QE10,QE11,QE12,QE13,QF1,QF2,QF3,QF4,QF5,QF6,QF7,QF8,QF9,QF10,QF11,QG1,QG2,QG3,QG4,QG5,QG6,QG7,QH1,QH2,QH3,QH4,QH5,QI1,QI2,QI2_O,QI3,QI4,QI4_O,QI5,QI6,QI7,QI8,QI9,QI10,QJ1,QJ2,QJ3,QJ4,peso_orgao,aut_2011,cap_2011,part_dom_2011,per_disc_executed_2011,bud_paid_2011,emp_2011,aut1_2017,aut2_2017,aut3_2017,part_dom_2017,pct_respondidos,mean_Aut1_2018,
43,43,1404,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,0,2,4,53,2,4,3,5,4,4,1,4,3,2,3,4,4,4,3,2,3,2,4,2,3,3,3,3,2,3,3,3,2,1,1,1,2,2,1,3,3,2,3,2,1,5,1,1,1,1,1,1,1,1,1,1,3,4,3,4,4,4,4,NA,4,3,4,4,3,1,,3,Advoc,,0,1,ADVOCACIA GERAL DA UNIAO,0,#NU,0,4,3,1,1,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
44,44,1408,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,1,2,4,57,2,2,2,4,2,4,1,3,3,2,2,4,2,1,2,5,4,3,4,2,1,1,4,2,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,2,2,5,1,1,5,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,4,1,,2,Traba,,0,3,AGU,0,#NU,0,4,1,4,3,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
45,45,1446,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,1,2,4,55,3,3,1,5,3,4,1,4,1,3,3,3,3,3,4,3,4,5,4,1,NA,NA,5,1,NA,4,5,4,4,NA,4,4,4,4,4,4,4,4,4,4,4,3,3,1,5,1,1,1,1,1,1,1,3,4,NA,3,3,3,3,5,4,4,4,4,6,1,,3,Advoc,,0,1,AGU,0,#NU,0,4,1,1,1,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
46,46,1459,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,0,4,4,54,2,5,5,5,5,4,1,4,4,4,5,4,4,4,3,5,4,5,3,2,2,3,3,4,1,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,5,1,1,4,5,1,1,1,3,4,3,4,4,4,4,5,3,2,4,3,5,1,,2,-oth-,DPU cedido,1,1,Defensoria publica da uniao,1,1,0,4,1,2,2,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
47,47,1464,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,0,4,4,51,1,2,1,5,1,4,1,2,4,2,2,4,3,3,3,2,4,2,3,2,4,3,2,2,4,2,2,2,4,1,1,4,2,2,4,2,4,4,4,4,4,5,4,1,1,5,1,1,1,1,1,1,4,4,4,4,4,5,5,2,2,2,2,1,6,1,,2,-oth-,Defensoria PÃºblica da UniÃ£o,1,1,Defensoria PÃºblica da UniÃ£o,0,#NU,0,3,1,1,1,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
48,48,1496,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,0,2,3,48,3,4,1,5,1,2,2,1,4,2,2,2,2,1,2,3,2,2,2,2,3,4,4,2,1,2,4,3,1,1,1,1,1,1,1,1,1,1,2,2,2,4,3,3,4,2,1,1,1,1,2,2,4,5,5,3,2,1,1,5,2,2,2,2,5,1,,3,Advoc,,0,1,Procuradoria Geral Federal,0,#NU,0,4,1,1,1,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
49,49,1619,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,0,4,5,61,1,4,4,4,4,3,NA,3,3,4,NA,4,NA,4,3,4,4,NA,2,4,3,NA,NA,NA,NA,NA,NA,4,NA,NA,2,NA,2,2,2,2,NA,2,2,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,,1,Minas,,1,1,AGU,0,#NU,0,NA,NA,NA,NA,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
50,50,1648,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,0,2,4,56,1,4,3,3,4,3,1,3,3,3,4,4,4,4,3,3,4,2,2,2,2,3,3,3,2,3,4,2,4,2,3,2,4,4,4,3,3,4,3,3,2,5,5,1,1,1,1,1,1,1,1,1,4,3,3,4,4,4,4,4,4,4,4,5,4,3,,1,Justi,,0,1,AGU,0,#NU,0,3,2,2,2,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
51,51,1708,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,0,4,3,45,4,4,4,5,5,4,1,4,3,4,5,4,4,5,3,4,3,4,1,2,3,3,3,3,2,4,4,4,1,1,2,1,2,2,1,1,2,2,2,2,1,4,4,3,5,4,1,2,2,1,1,4,4,4,4,4,4,4,4,5,4,3,4,4,6,1,,3,Advoc,,0,1,PROCURADORIA FEDERAL EM MATO GROSSO DO SUL,1,1,0,4,3,1,1,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
52,52,1733,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,1,2,5,62,1,4,3,5,3,3,1,3,2,4,4,4,3,4,3,3,3,3,3,4,4,4,4,NA,2,4,4,4,4,3,4,4,3,3,3,3,3,4,4,4,2,4,4,1,3,4,2,4,NA,NA,NA,5,4,4,4,4,5,5,5,5,4,4,4,4,6,1,,2,Advoc,,0,1,ADVOCACIA GERAL DA UNIÃƒO,1,1,0,4,1,2,3,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
53,53,1779,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,0,2,2,32,3,2,2,5,4,4,2,4,3,4,4,2,4,4,3,2,4,4,1,1,4,4,2,2,2,4,1,5,5,2,5,2,5,4,2,2,4,5,5,4,1,1,3,1,1,4,1,1,2,1,1,3,5,4,2,2,1,2,2,2,2,1,1,1,2,1,,3,-oth-,Defensoria pÃºblica da UniÃ£o,1,1,Defensoria PÃºblica da UniÃ£o,0,#NU,0,3,1,1,1,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
54,54,1840,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,0,4,3,41,3,4,3,5,5,4,1,4,1,5,5,4,2,5,5,5,2,5,2,1,1,3,5,NA,1,5,NA,5,2,2,2,5,5,5,NA,NA,NA,5,NA,NA,NA,5,5,1,4,4,2,2,1,1,1,2,4,4,4,4,2,2,4,5,5,2,4,4,2,1,,3,-oth-,Poder Executivo,0,1,Procuradoria da UniÃ£o - AGU,0,#NU,0,3,1,2,1,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
55,55,2020,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,1,2,2,39,3,4,2,5,2,4,1,4,2,2,4,4,2,4,2,2,2,4,5,1,1,3,4,1,2,4,4,1,2,2,2,2,4,4,4,4,4,4,4,4,1,5,5,2,2,2,1,1,2,1,1,1,4,4,4,2,1,1,1,3,2,2,2,2,3,1,,3,Advoc,,1,1,advocacia-geral da uniÃ£o,0,#NU,0,3,1,1,1,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
56,56,2034,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,0,4,4,60,2,4,2,4,2,3,1,3,2,4,1,5,5,2,2,3,4,4,4,2,3,2,2,2,3,3,3,3,2,2,2,2,2,2,3,3,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,6,1,,2,Indús,,1,1,Defensoria PÃºblica da UniÃ£o,0,#NU,0,3,3,3,3,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
57,57,2053,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,0,4,4,60,2,5,5,5,5,4,1,4,2,1,5,5,3,5,5,5,2,2,2,2,1,4,5,5,1,5,5,5,1,4,4,1,2,2,1,4,1,1,1,4,4,1,1,1,5,5,1,1,1,NA,NA,NA,5,5,5,5,5,4,5,5,5,NA,5,5,4,3,,2,Advoc,,0,1,PRU 5Âº,0,#NU,0,4,1,4,4,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
58,58,2149,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,0,2,4,52,2,2,2,5,2,4,1,4,3,2,2,5,3,3,3,3,NA,2,2,1,1,NA,2,2,2,3,4,2,2,2,2,2,2,3,2,3,4,4,2,4,2,5,4,1,4,1,1,1,1,1,1,1,3,2,3,4,2,2,2,3,3,2,2,2,3,1,,3,Advoc,,0,1,ADVOCACIA GERAL DA UNIÃƒO,0,#NU,0,4,1,2,2,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
59,59,2152,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,0,2,2,40,4,1,5,5,2,2,1,1,4,1,5,5,4,2,2,5,5,4,1,1,1,4,5,1,1,2,3,5,1,1,1,3,2,1,3,3,5,3,3,3,3,5,5,4,5,5,1,1,5,5,4,5,4,4,2,2,2,2,2,3,2,1,1,1,3,1,,3,Advoc,,0,3,Procuradoria Federal,1,2,0,4,1,1,1,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
60,60,2181,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,0,2,2,39,3,4,3,4,4,3,2,3,2,4,4,5,5,5,4,3,2,1,3,2,3,2,4,4,2,4,4,4,3,2,2,4,3,3,3,3,3,4,4,4,3,5,5,2,5,3,2,2,4,1,3,4,3,4,4,4,4,3,3,5,5,2,3,3,2,1,,3,Advoc,,NA,NA,AGU,0,#NU,0,3,1,2,2,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
61,61,2186,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,0,NA,3,47,3,4,2,5,4,4,1,4,3,4,5,4,3,4,3,4,4,4,3,2,1,2,5,2,1,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,2,5,1,1,5,5,1,1,5,1,1,1,5,2,5,3,4,4,4,5,4,4,4,4,5,1,,3,Advoc,,0,1,PROCURADORIA REGIONAL FEDERAL DA SEGUNDA RE,0,#NU,0,4,2,3,3,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
62,62,2264,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,0,2,5,69,2,4,3,5,4,3,1,3,2,4,4,4,3,3,3,3,4,4,2,3,2,3,5,3,1,4,3,3,2,2,2,3,3,NA,3,3,3,3,NA,3,NA,3,2,1,2,1,2,1,1,1,1,1,4,4,3,3,4,3,3,4,4,3,4,4,6,1,,3,Advoc,,0,1,Advocacia-Geral da UniÃ£o,0,#NU,0,3,3,2,2,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
63,63,2326,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,0,2,2,36,3,3,2,5,3,4,1,4,2,3,3,3,3,NA,3,4,2,2,3,2,NA,3,3,2,3,4,2,3,2,1,2,4,3,3,2,3,2,4,3,2,4,NA,4,1,5,NA,1,1,1,1,1,1,NA,2,2,2,2,2,2,NA,3,1,1,NA,1,1,,3,-oth-,DEFENSORIA PÃšBLICA DA UNIÃƒO,0,1,DEFENSORIA PÃšBLICA DA UNIÃƒO,0,#NU,0,4,1,2,2,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
64,64,2396,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,1,2,2,40,2,1,2,3,4,4,1,2,NA,2,3,NA,NA,4,4,3,2,2,4,2,NA,NA,3,2,2,2,2,2,1,1,1,4,1,3,4,4,4,4,4,4,4,NA,NA,1,3,1,1,1,1,1,1,1,1,2,1,2,2,2,2,NA,5,2,2,4,2,1,,2,NA,,1,1,ADVOCACIA GERAL DA UNIÃƒO,1,2,0,4,2,1,1,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
65,65,2427,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,0,4,2,34,3,4,3,5,3,4,1,4,3,3,4,4,4,3,3,4,3,3,4,2,2,2,4,3,2,3,4,3,2,2,2,3,3,3,4,4,4,4,4,4,4,5,5,1,5,1,1,1,1,1,1,1,2,2,2,3,3,3,3,NA,4,3,3,3,2,3,,3,Advoc,,0,1,ADVOCACIA GERAL DA UNIAO,0,#NU,0,4,1,2,2,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
66,66,2529,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,0,2,3,42,3,2,1,5,3,4,1,3,2,2,4,3,4,1,2,5,2,2,3,3,4,4,3,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,4,2,2,2,4,1,1,1,2,2,2,2,2,2,2,NA,2,2,2,2,3,3,,1,Casa,,0,1,AGU,0,#NU,0,3,1,1,1,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
67,67,2655,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,0,2,2,40,3,4,2,5,2,4,1,4,1,2,3,4,4,2,3,4,4,4,2,2,2,4,4,2,4,2,2,4,4,2,4,1,2,2,2,4,3,5,5,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,2,2,4,3,2,3,2,3,1,,3,Advoc,,1,1,PROCURADORIA FEDERAL JUNTO A AGENCIA NACION,1,2,0,4,2,2,2,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
68,68,2683,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,0,2,2,37,3,2,1,5,3,4,1,4,4,3,4,2,2,4,4,2,4,3,3,2,1,4,4,3,1,3,3,1,2,1,2,1,3,2,4,4,4,4,2,4,1,5,5,1,1,4,1,1,4,1,1,1,4,4,4,3,2,2,3,4,4,3,4,5,2,3,,3,Fazen,,1,1,AGU,0,#NU,0,4,2,3,3,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
69,69,2748,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,1,2,4,52,3,4,3,4,4,4,1,4,4,2,4,2,3,3,4,2,2,2,4,1,3,4,4,3,1,3,3,3,2,1,2,3,2,2,3,3,3,3,3,3,3,4,4,2,1,3,NA,NA,NA,NA,NA,NA,4,4,2,4,4,4,4,4,4,4,3,4,5,1,,3,Advoc,,1,1,Advocacia-Geral da UniÃ£o,0,#NU,0,4,2,1,1,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
70,70,2791,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,1,2,3,45,4,2,2,4,2,3,1,3,2,2,2,2,2,2,4,3,2,3,4,2,3,3,3,3,2,3,NA,3,2,4,4,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,5,3,3,3,2,2,2,2,3,3,4,2,3,2,1,,3,Advoc,,0,1,AGU - SuperintendÃªncia de AdministraÃ§Ã£o,0,#NU,0,4,1,2,2,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
71,71,2794,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,1,4,3,45,3,NA,NA,5,4,4,1,4,1,5,5,4,NA,5,3,2,2,2,1,2,NA,NA,5,1,1,NA,NA,NA,2,2,2,4,2,4,5,1,NA,5,5,NA,2,5,4,1,5,5,4,1,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,5,4,2,2,5,2,1,,2,Advoc,,0,1,Advocacia-Geral da UniÃ£o,0,#NU,0,4,1,1,1,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
72,72,2829,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,1,2,2,39,3,4,2,5,4,4,1,4,4,3,4,4,3,2,3,4,3,3,4,1,3,3,4,2,2,3,4,3,2,2,2,3,1,2,2,2,3,3,3,2,2,5,4,3,5,3,3,3,3,1,3,4,4,4,4,4,4,4,4,5,4,3,4,4,2,1,,3,Advoc,,1,1,PROCURADORIA-GERAL FEDERAL,0,#NU,0,4,3,2,2,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
73,73,2971,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,0,2,4,60,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,1,5,4,4,1,5,5,5,5,1,1,1,1,1,1,1,1,5,5,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,6,1,,2,Defes,,1,4,AGU,1,1,0,NA,NA,NA,NA,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
74,74,2984,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,0,5,4,57,5,4,5,5,5,3,3,4,4,4,4,4,3,4,4,3,3,3,2,2,1,3,3,5,1,5,5,3,4,2,4,2,4,4,4,4,4,4,4,4,1,5,5,3,1,1,3,1,1,1,2,1,5,4,4,4,5,5,5,5,5,5,5,5,2,3,,2,Justi,,0,1,Na AGU ( ADVOCACIA GERAL da UNIÃƒO),0,#NU,1,3,1,1,1,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
75,75,3018,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,0,2,4,56,2,2,3,5,3,2,4,2,4,2,3,3,2,3,3,3,2,2,3,2,4,4,3,3,4,3,4,4,1,1,2,3,5,3,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,2,2,4,1,1,1,2,3,6,1,,3,Turis,,0,1,AGU - Advocacia Geral da UniÃ£o,0,#NU,0,4,1,3,3,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
76,76,3027,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,1,2,2,34,3,4,1,5,2,4,1,4,2,4,2,3,3,1,5,5,1,1,5,1,2,3,1,2,1,3,2,3,1,2,1,NA,3,4,1,3,3,5,3,1,1,5,5,1,5,1,1,1,3,1,3,1,4,5,4,4,3,4,4,5,3,2,4,2,3,1,,3,Advoc,,0,3,Procuradoria Federal - Procuradoria do IBAM,0,#NU,0,4,1,1,1,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
77,77,3033,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,1,2,4,60,2,5,3,5,4,4,1,4,4,5,5,5,5,3,3,NA,NA,3,3,4,3,4,4,NA,2,NA,NA,NA,2,2,2,3,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3,3,4,3,3,NA,3,6,1,,3,Advoc,,0,1,Procuradoria Regional Federal,0,#NU,0,4,1,1,1,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
78,78,3035,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,0,2,3,42,2,4,4,4,4,4,1,3,2,4,3,4,3,4,4,5,2,4,2,2,NA,NA,4,2,2,2,NA,4,4,1,2,4,4,4,4,4,4,3,4,4,2,2,1,1,1,1,1,1,3,1,1,1,4,4,3,4,4,4,4,4,4,2,4,4,4,1,,3,Advoc,,1,2,Procuradoria Federal Especializada junto Ã ,1,1,0,3,NA,NA,NA,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
79,79,3036,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,0,4,4,55,2,2,2,4,4,4,1,3,3,4,4,4,4,2,3,2,2,2,4,2,3,3,2,2,2,2,2,2,4,2,4,2,4,4,4,4,4,4,4,4,2,3,2,2,1,2,1,1,1,1,1,1,4,4,3,2,2,2,2,4,4,2,2,2,5,1,,3,Advoc,,1,1,AGU,0,#NU,0,4,1,1,1,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
80,80,3037,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,0,2,4,56,3,5,2,4,3,4,1,3,2,2,4,4,4,3,3,4,2,2,4,2,3,4,2,4,2,5,3,4,2,1,2,2,2,2,2,2,3,2,3,2,1,5,5,1,5,4,4,2,5,2,4,4,4,3,4,4,2,2,3,4,4,2,3,4,6,1,,3,Advoc,,0,1,Advcacia geral da UniÃ£o,1,2,0,4,1,1,1,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
81,81,3039,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,0,2,3,45,5,3,NA,5,4,NA,NA,NA,NA,1,2,3,3,2,2,3,3,3,3,3,1,2,4,NA,3,3,4,4,3,2,2,2,3,2,3,3,3,3,3,3,3,5,5,1,5,1,1,1,1,1,1,5,3,3,3,3,3,3,3,3,3,2,3,3,4,1,,3,Advoc,,0,1,ADVOCACIA GERAL DA UNIAO,0,#NU,0,4,4,2,2,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
82,82,3073,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,1,4,4,53,2,4,1,5,2,4,1,4,2,2,4,2,2,2,4,2,2,2,4,1,4,4,4,1,1,4,2,2,4,2,4,4,4,5,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,1,1,3,2,2,2,2,1,2,2,3,2,2,1,2,5,1,,2,Advoc,,0,1,PROCURADORIA ESPECIALIZADA - INSS/PA -PROCU,0,#NU,0,3,1,3,2,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
83,83,3081,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,0,2,4,55,3,4,4,4,4,3,1,4,2,4,4,5,5,5,2,5,4,4,2,2,3,3,4,3,2,4,4,4,4,2,2,1,1,1,1,1,1,1,2,2,4,4,4,2,5,4,1,1,3,NA,1,5,4,4,2,2,4,4,4,4,4,4,4,4,5,1,,3,Advoc,,0,1,Aguardo pgf,1,1,0,4,1,1,1,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
84,84,3143,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,0,2,2,38,2,3,2,5,2,3,4,3,4,1,1,4,1,2,2,4,1,3,3,1,3,3,3,1,3,NA,NA,3,1,2,1,2,1,2,2,2,2,2,3,2,1,1,5,1,5,1,1,1,1,1,1,2,NA,NA,NA,3,3,3,2,4,3,2,3,1,3,1,,3,Advoc,,0,1,Procuradoria-Seccional Federal em Joinville,0,#NU,0,4,1,3,3,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
85,85,3183,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,1,2,3,47,3,3,2,4,2,3,1,4,2,2,3,2,2,3,3,3,4,3,4,2,3,3,4,2,3,3,3,2,1,1,2,1,2,3,3,3,3,2,2,3,3,2,2,2,2,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,3,2,2,2,5,1,,2,Casa,,1,NA,AGU,1,2,0,3,1,1,1,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
86,86,3231,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,0,4,4,60,2,4,3,5,4,4,1,4,2,4,4,4,3,4,4,4,3,4,4,2,1,4,3,4,2,4,3,3,4,3,2,2,2,3,2,2,2,2,2,3,3,5,4,1,4,1,1,1,4,1,1,2,4,4,4,4,4,4,4,4,4,3,4,3,6,1,,2,-oth-,Defensoria PÃºblica da UniÃ£o,1,1,Defensoria PÃºblica da UniÃ£o  DPU,0,#NU,0,1,4,4,3,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
87,87,3283,Core of Government,3,AGU,ADVOCACIA-GERAL DA UNIAO,25,0,2,4,51,2,4,1,5,2,4,1,3,3,2,4,5,3,4,3,4,2,2,1,2,NA,NA,4,2,1,3,4,4,5,1,3,2,4,4,4,2,2,2,2,2,4,5,5,2,5,5,5,4,5,2,5,1,2,2,2,3,2,3,4,5,4,2,3,4,2,3,,2,Advoc,,0,1,Procuradoria  Regional da UniÃ£o da 5Â° Reg,1,2,1,4,1,1,1,88.32258065,0.558419545,0.207620943,0.155,0.543,2428934323,7477,15.59633028,12.56830601,19.64285714,0.130034522,0.979,NA,
